Date,Time,Temperature,Dewpoint,Visibility
2017-01-24,11:13:12,-0.2,-2.0,8.8
2017-01-24,11:13:13,-0.2,-2.3,8.9
2017-01-24,11:13:14,-0.2,-2.0,8.8
2017-01-24,11:13:15,-0.2,-2.0,8.8
2017-01-24,11:13:16,-0.2,-2.3,8.8
2017-01-24,11:13:17,-0.2,-2.3,8.8
2017-01-24,11:13:18,-0.2,-2.3,8.7
2017-01-24,11:13:19,-0.2,-2.0,8.7
2017-01-24,11:13:20,-0.2,-2.3,8.6
2017-01-24,11:13:21,-0.2,-2.3,8.7
2017-01-24,11:13:22,-0.2,-2.0,8.7
2017-01-24,11:13:23,-0.2,-2.3,8.7
2017-01-24,11:13:24,-0.2,-2.3,8.6
2017-01-24,11:13:25,-0.2,-2.0,8.7
2017-01-24,11:13:26,-0.2,-2.3,8.6
2017-01-24,11:13:27,-0.2,-2.0,8.7
2017-01-24,11:13:28,-0.2,-2.0,8.6
2017-01-24,11:13:29,-0.2,-2.3,8.5
2017-01-24,11:13:30,-0.2,-2.0,8.5
2017-01-24,11:13:31,-0.2,-2.0,8.4
2017-01-24,11:13:32,-0.2,-2.0,8.5
2017-01-24,11:13:33,-0.2,-2.3,8.5
2017-01-24,11:13:34,-0.2,-2.3,8.5
2017-01-24,11:13:35,-0.2,-2.3,8.4
2017-01-24,11:13:36,-0.2,-2.3,8.4
2017-01-24,11:13:37,-0.2,-2.0,8.3
2017-01-24,11:13:38,-0.2,-2.3,8.2
2017-01-24,11:13:39,-0.2,-2.3,8.3
2017-01-24,11:13:40,-0.2,-2.0,8.4
2017-01-24,11:13:41,-0.2,-2.0,8.3
2017-01-24,11:13:42,-0.2,-2.0,8.4
2017-01-24,11:13:43,-0.2,-2.3,8.4
2017-01-24,11:13:44,-0.2,-2.3,8.4
2017-01-24,11:13:45,-0.2,-2.3,8.4
2017-01-24,11:13:46,-0.2,-2.3,8.4
2017-01-24,11:13:47,-0.2,-2.0,8.4
2017-01-24,11:13:48,-0.2,-2.0,8.5
2017-01-24,11:13:49,-0.2,-2.3,8.4
2017-01-24,11:13:50,-0.2,-2.3,8.5
2017-01-24,11:13:51,-0.2,-2.0,8.5
2017-01-24,11:13:52,-0.2,-2.3,8.5
2017-01-24,11:13:53,-0.2,-2.0,8.5
2017-01-24,11:13:54,-0.2,-2.0,8.6
2017-01-24,11:13:55,-0.2,-2.3,8.5
2017-01-24,11:13:56,-0.2,-2.3,8.6
2017-01-24,11:13:57,-0.2,-2.3,8.5
2017-01-24,11:13:58,-0.2,-2.3,8.5
2017-01-24,11:13:59,-0.2,-2.0,8.5
2017-01-24,11:14:00,-0.2,-2.0,8.5
2017-01-24,11:14:01,-0.2,-2.0,8.5
2017-01-24,11:14:02,-0.2,-2.0,8.5
2017-01-24,11:14:03,-0.2,-2.3,8.5
2017-01-24,11:14:04,-0.2,-2.3,8.6
2017-01-24,11:14:05,-0.1,-2.0,8.7
2017-01-24,11:14:06,-0.2,-2.3,8.7
2017-01-24,11:14:07,-0.2,-2.3,8.7
2017-01-24,11:14:08,-0.2,-2.3,8.6
2017-01-24,11:14:09,-0.2,-2.3,8.7
2017-01-24,11:14:10,-0.2,-2.0,8.7
2017-01-24,11:14:11,-0.2,-2.3,8.7
2017-01-24,11:14:12,-0.2,-2.3,8.7
2017-01-24,11:14:13,-0.2,-2.3,8.7
2017-01-24,11:14:14,-0.2,-2.3,8.7
2017-01-24,11:14:15,-0.2,-2.3,8.7
2017-01-24,11:14:16,-0.2,-2.0,8.7
2017-01-24,11:14:17,-0.2,-2.3,8.7
2017-01-24,11:14:18,-0.2,-2.0,8.7
2017-01-24,11:14:19,-0.2,-2.0,8.8
2017-01-24,11:14:20,-0.2,-2.0,8.7
2017-01-24,11:14:21,-0.2,-2.0,8.7
2017-01-24,11:14:22,-0.2,-2.3,8.6
2017-01-24,11:14:23,-0.2,-2.0,8.7
2017-01-24,11:14:24,-0.2,-2.3,8.7
2017-01-24,11:14:25,-0.2,-2.3,8.7
2017-01-24,11:14:26,-0.2,-2.3,8.7
2017-01-24,11:14:27,-0.2,-2.0,8.8
2017-01-24,11:14:28,-0.2,-2.3,8.8
2017-01-24,11:14:29,-0.2,-2.3,8.9
2017-01-24,11:14:30,-0.2,-2.0,9.0
2017-01-24,11:14:31,-0.2,-2.0,9.0
2017-01-24,11:14:32,-0.2,-2.0,9.0
2017-01-24,11:14:33,-0.2,-2.0,8.9
2017-01-24,11:14:34,-0.2,-2.3,8.8
2017-01-24,11:14:35,-0.2,-2.0,8.8
2017-01-24,11:14:36,-0.2,-2.0,8.7
2017-01-24,11:14:37,-0.2,-2.0,8.8
2017-01-24,11:14:38,-0.2,-2.0,8.8
2017-01-24,11:14:39,-0.2,-2.0,8.8
2017-01-24,11:14:40,-0.2,-2.3,8.7
2017-01-24,11:14:41,-0.2,-2.3,8.8
2017-01-24,11:14:42,-0.2,-2.3,8.7
2017-01-24,11:14:43,-0.2,-2.3,8.8
2017-01-24,11:14:44,-0.2,-2.0,8.8
2017-01-24,11:14:45,-0.2,-2.0,8.9
2017-01-24,11:14:46,-0.2,-2.3,8.8
2017-01-24,11:14:47,-0.2,-2.0,8.9
2017-01-24,11:14:48,-0.2,-2.0,8.8
2017-01-24,11:14:49,-0.2,-2.3,8.8
2017-01-24,11:14:50,-0.2,-2.3,8.8
2017-01-24,11:14:51,-0.2,-2.3,8.8
2017-01-24,11:14:52,-0.2,-2.3,8.7
2017-01-24,11:14:53,-0.2,-2.0,8.7
2017-01-24,11:14:54,-0.2,-2.3,8.6
2017-01-24,11:14:55,-0.2,-2.0,8.5
2017-01-24,11:14:56,-0.2,-2.3,8.6
2017-01-24,11:14:57,-0.2,-2.3,8.5
2017-01-24,11:14:58,-0.2,-2.3,8.5
2017-01-24,11:14:58,-0.2,-2.3,12
2017-01-24,19:14:58,-0.2,-5.3,12
